Country,Risk_Type,Risk_Level,Impact_Score
Country 9,Environmental,Low,4.425744868898786
Country 32,Social,Medium,4.330739227404337
Country 8,Economic,Low,1.1912568415779603
Country 7,Economic,Medium,1.2019543178111167
Country 32,Regulatory,Medium,3.856221007277021
Country 44,Economic,Medium,2.058002175520953
Country 40,Economic,Medium,4.135028280411838
Country 37,Regulatory,High,1.9319050875118413
Country 23,Economic,Medium,1.0783888653258376
Country 13,Social,Low,2.933895224393427
Country 2,Regulatory,Medium,2.652298619348477
Country 10,Economic,Low,1.702602064597833
Country 38,Political,Low,2.242746298100758
Country 11,Environmental,Medium,3.038824313353184
Country 12,Economic,Low,2.733347082884501
Country 33,Economic,High,3.6214366336116597
Country 5,Environmental,High,1.374333324762821
Country 27,Regulatory,Medium,1.9693782941525741
Country 34,Social,Low,1.6005291684626028
Country 40,Regulatory,Low,1.706622838227406
Country 8,Regulatory,Low,3.570187850884999
Country 2,Political,High,1.7468955470182372
Country 45,Political,Medium,3.530592398256391
Country 34,Social,High,1.5925282034089991
Country 21,Economic,High,2.962513677327997
Country 11,Regulatory,Medium,3.425968147411965
Country 28,Economic,Medium,2.2878043145424654
Country 4,Social,Low,3.448499202695721
Country 29,Economic,Low,2.126883995978333
Country 24,Regulatory,Low,2.385429334294274
Country 50,Regulatory,Medium,4.038095642245136
Country 4,Economic,Medium,3.3921872778512507
Country 10,Economic,High,4.717779200393293
Country 35,Environmental,Low,4.3237412228909875
Country 19,Economic,High,3.8509386827418397
Country 28,Economic,Low,2.8020727188951473
Country 34,Environmental,High,2.4424134941007756
Country 2,Social,High,2.3855402989598757
Country 18,Social,Low,3.9383696974095144
Country 30,Economic,High,1.680888091452979
Country 19,Political,High,1.5667771418429077
Country 33,Environmental,Medium,4.488067586801295
Country 31,Regulatory,Low,3.181337129255766
Country 8,Economic,High,2.048725161151609
Country 36,Environmental,Low,4.375862374096131
Country 16,Environmental,Low,2.6085896261117245
Country 10,Environmental,Medium,1.459650466342659
Country 24,Social,High,2.6452472285304918
Country 26,Regulatory,Medium,3.639946466826424
Country 39,Regulatory,High,2.517333677329157
Country 45,Economic,Low,4.09871596951829
Country 9,Political,Low,3.3521999462165795
Country 42,Regulatory,Low,1.6191365870701695
Country 42,Social,Medium,2.221517824187209
Country 22,Regulatory,Medium,4.342712846291497
Country 33,Economic,Low,3.6739267128132305
Country 24,Social,High,3.6043115557782315
Country 42,Regulatory,Medium,1.7136697584194236
Country 36,Environmental,Low,2.73407221752852
Country 21,Regulatory,Low,2.6358391640484293
Country 15,Social,Low,1.7988443607052234
Country 48,Economic,High,3.354441610562046
Country 36,Regulatory,Low,3.8547776612155316
Country 32,Social,Medium,2.782227714895667
Country 20,Social,Low,1.8995945041829847
Country 28,Social,Medium,4.452339616524045
Country 39,Regulatory,High,1.5042903936600411
Country 6,Economic,High,2.3777884451427647
Country 19,Economic,Low,4.554462344436772
Country 47,Political,High,4.447515395152294
Country 49,Social,Medium,2.8644047571895817
Country 1,Social,Low,4.459089376816177
Country 46,Economic,High,4.310925285884884
Country 14,Regulatory,Low,2.2502259194571397
Country 15,Social,Medium,3.948159029294215
Country 47,Economic,Low,2.4629864474061214
Country 32,Political,Low,3.2767712062014356
Country 32,Economic,Medium,1.879191704623949
Country 23,Economic,High,2.6733302206708296
Country 14,Environmental,High,4.735568930400402
Country 45,Political,Medium,2.8377647501619405
Country 49,Environmental,High,3.1512023371045412
Country 11,Political,Medium,2.8142323981193504
Country 7,Regulatory,High,1.4925374064677372
Country 20,Social,Medium,3.93692905071228
Country 7,Environmental,Low,1.2303606285940525
Country 3,Environmental,Low,1.4983435408479857
Country 30,Social,Medium,3.1315087088980142
Country 3,Political,High,3.7662106813302776
Country 2,Economic,Low,3.113674908870115
Country 37,Political,High,2.578454485622666
Country 23,Political,Medium,4.760455736000035
Country 49,Social,High,3.820038279699952
Country 29,Economic,High,4.882644194241531
Country 44,Environmental,Low,2.4427614470716956
Country 22,Social,Low,4.866579872606918
Country 1,Regulatory,Medium,2.6984399991451546
Country 14,Economic,Medium,1.6818616953332293
Country 41,Regulatory,High,4.977954763739009
Country 45,Political,Medium,2.318183870981368
Country 22,Regulatory,Low,2.3864010563461666
Country 48,Social,High,3.9168051237065673
Country 36,Economic,Medium,4.47025168273471
Country 13,Economic,Medium,3.219094287799039
Country 9,Social,Low,3.8490354606618347
Country 5,Economic,Low,4.799081561070988
Country 28,Environmental,High,2.293776333512125
Country 2,Political,Low,1.9244560099560086
Country 7,Environmental,Medium,3.089122125919354
Country 11,Regulatory,High,2.8283429499712684
Country 35,Economic,Low,2.575992201507288
Country 14,Economic,High,2.2542619193987052
Country 25,Environmental,High,1.4737006525170329
Country 3,Social,Medium,3.7232439197748946
Country 34,Regulatory,Low,2.6494093582729947
Country 28,Political,Low,1.8595076201846221
Country 27,Political,Low,4.8058711899460835
Country 14,Social,High,2.3312510392956955
Country 10,Environmental,Low,2.8999593369139838
Country 45,Economic,High,1.407935272822757
Country 24,Economic,Low,3.96894763924028
Country 35,Regulatory,Low,4.1281134348488004
Country 13,Social,Medium,2.5634108966514852
Country 46,Economic,Medium,2.0031634690116475
Country 8,Political,Medium,4.505831045495168
Country 23,Regulatory,Medium,3.414296791883653
Country 30,Social,Low,3.9171830027848102
Country 50,Environmental,High,1.474455395567682
Country 30,Economic,Medium,2.167613667755617
Country 13,Regulatory,Low,3.1423701546672382
Country 44,Political,Low,2.453330732422108
Country 44,Economic,Medium,4.94512321199316
Country 12,Environmental,Medium,2.335042360579164
Country 48,Regulatory,Low,3.88769380038246
Country 14,Economic,Medium,4.971280360182109
Country 5,Political,Medium,2.1013290185330287
Country 44,Political,Medium,4.171730797777077
Country 33,Political,High,3.5588565902723377
Country 25,Environmental,Low,2.4784101949514534
Country 43,Environmental,High,1.429677054803716
Country 49,Regulatory,High,2.625170740095005
Country 29,Political,High,2.802439454434963
Country 1,Regulatory,High,4.554401395925942
Country 17,Regulatory,Medium,3.682073971149187
Country 28,Political,High,1.5616794935036635
Country 18,Economic,High,1.7715738272496817
Country 26,Regulatory,Low,3.404850592458697
Country 1,Environmental,High,2.4780422512977576
Country 41,Political,Low,1.5754065734176015
Country 10,Social,Medium,4.748197517362444
Country 10,Economic,High,4.37520677074045
Country 26,Social,High,2.479018397256634
Country 43,Economic,High,1.7590599752322649
Country 16,Political,Low,4.112180420241248
Country 48,Political,High,3.8845673229764013
Country 29,Environmental,High,3.5948939601554786
Country 38,Regulatory,Medium,1.5798123737713494
Country 28,Economic,Medium,1.1127827638133967
Country 43,Regulatory,Low,3.7155556406945713
Country 43,Economic,Medium,2.7027625393760903
Country 36,Environmental,Low,1.857394598508483
Country 42,Social,Medium,3.155848265534394
Country 21,Social,Medium,2.680337103757437
Country 42,Environmental,High,2.9478959035799135
Country 11,Regulatory,Medium,2.1088185683722536
Country 40,Economic,High,2.775579859472771
Country 14,Political,Medium,3.5473239948107604
Country 20,Economic,Low,1.7506880723278768
Country 46,Social,Medium,4.689852062166983
Country 38,Environmental,Medium,2.2208794534194243
Country 23,Political,Low,3.6020988980170907
Country 25,Social,Medium,2.203566288017897
Country 26,Regulatory,Medium,2.356214495251208
Country 13,Social,Medium,1.924450599855561
Country 23,Social,Low,3.0945481134305846
Country 15,Environmental,Low,3.5235841980783635
Country 49,Political,Low,1.1036364020787852
Country 38,Political,Medium,1.094994245909243
Country 30,Environmental,High,3.7203650678293543
Country 7,Social,High,3.7876136669818496
Country 2,Economic,High,2.3351473317976614
Country 25,Political,Medium,3.2901509657558026
Country 19,Social,Medium,3.1411082210554113
Country 50,Environmental,Low,3.8590664489109545
Country 39,Regulatory,Low,3.470667560362795
Country 45,Regulatory,Medium,2.767497968387654
Country 9,Regulatory,Medium,3.6660796165162295
Country 44,Economic,High,3.722611144429578
Country 40,Social,Low,1.3007969372621209
Country 4,Regulatory,Medium,3.1041851703049117
Country 43,Regulatory,Medium,2.3832029523806786
Country 15,Environmental,Low,2.4174675096298452
Country 6,Regulatory,High,1.097469670655674
Country 42,Regulatory,Medium,3.684616611045765
Country 42,Political,High,3.549678590874532
Country 19,Social,Medium,4.586367754847977
Country 37,Regulatory,Medium,2.3524126490629937
Country 41,Economic,Low,1.6127419504547382
Country 10,Social,High,2.0034475403824525
Country 21,Political,Medium,4.429982462919005
Country 50,Environmental,Medium,2.2773641598316883
Country 48,Social,Medium,3.6206332162696313
Country 16,Political,Medium,1.8801697270955633
Country 37,Economic,Low,4.799831839421694
Country 6,Political,Medium,3.1211814799885067
Country 12,Social,Low,4.118613491914671
Country 48,Economic,Low,1.481927930760094
Country 15,Political,Low,3.6651424595191138
Country 8,Political,Medium,2.814480402226852
Country 31,Environmental,Medium,3.7509957821606186
Country 29,Social,Medium,2.7645702422619562
Country 8,Social,Low,1.142887513962651
Country 5,Environmental,Low,1.7175922397764953
Country 28,Political,Medium,3.497335857293968
Country 18,Economic,Medium,4.852927206258753
Country 43,Regulatory,Medium,3.187578400138041
Country 48,Environmental,Low,1.8003497378144893
Country 22,Political,Medium,2.566047305260778
Country 47,Social,Low,2.669701234673909
Country 25,Social,Medium,1.3087419890854064
Country 5,Economic,Low,3.6359254192120107
Country 46,Social,Low,4.195837157720771
Country 4,Political,Low,3.246029042444993
Country 26,Environmental,Medium,3.7555451184249797
Country 19,Environmental,High,2.914784047346771
Country 3,Social,Medium,4.162879136999371
Country 47,Social,Medium,1.717958524959374
Country 46,Economic,Low,4.020825298953916
Country 39,Political,Low,4.583000445069073
Country 11,Social,Low,1.2835719998194617
Country 39,Political,Low,2.5852688179197885
Country 4,Economic,Medium,4.110111534201385
Country 39,Environmental,Medium,3.566748558250685
Country 46,Environmental,Medium,1.6682041748266392
Country 34,Political,Low,2.3169393002094183
Country 32,Economic,Low,4.7556097497468794
Country 11,Economic,Low,2.6173483910199127
Country 13,Social,Low,3.10282472579276
Country 1,Social,Low,1.8004871779099534
Country 43,Social,High,4.873640249153917
Country 27,Economic,Low,3.9816440352964504
Country 34,Political,High,4.162389752005014
Country 13,Environmental,High,1.4050230316222825
Country 13,Economic,High,4.1878950972963676
Country 11,Environmental,Low,4.015022983987592
Country 19,Political,Medium,3.2770728619560896
Country 25,Political,Low,2.4515148802562567
Country 36,Social,Low,3.6962012630021195
Country 12,Economic,Medium,4.4899050762155595
Country 4,Social,Low,1.6619842003483454
Country 20,Regulatory,High,4.544457443621946
Country 31,Economic,Medium,1.9489132603231663
Country 32,Political,Medium,3.4129182189956064
Country 29,Political,Low,3.787897796810231
Country 38,Political,Medium,3.000170336205923
Country 19,Social,Low,3.1031717356527193
Country 3,Regulatory,Medium,1.5546730676461245
Country 36,Environmental,High,2.0628861747313376
Country 10,Social,High,2.360203304224865
Country 8,Regulatory,Medium,3.8513587315429625
Country 43,Regulatory,Low,4.558921632755421
Country 45,Political,Medium,2.328878613705279
Country 28,Social,Medium,3.733022480857353
Country 5,Regulatory,High,3.183550615828348
Country 27,Social,High,3.0141596556777492
Country 17,Regulatory,Medium,2.91752944859697
Country 9,Social,Medium,1.2390381725154462
Country 41,Environmental,High,3.7364279136522582
Country 15,Regulatory,Medium,4.802633382151406
Country 17,Economic,Medium,4.713119942416835
Country 23,Political,High,3.6168502228966597
Country 17,Political,Medium,2.11932918738567
Country 33,Economic,High,2.9661582869813046
Country 48,Economic,High,4.38872695356646
Country 23,Social,Medium,2.3073090121254363
Country 37,Political,Medium,4.843525759175378
Country 6,Political,High,3.8982120049742095
Country 11,Political,High,3.1034549419553494
Country 11,Social,Low,4.959286926945747
Country 25,Social,High,3.2948376685361187
Country 33,Regulatory,High,3.079483063001031
Country 14,Regulatory,Low,2.546040674504311
Country 46,Political,High,3.835681901385264
Country 15,Environmental,Medium,2.75361261786005
Country 13,Political,High,3.6477732359939448
Country 6,Political,Medium,3.9590006698937072
Country 5,Political,High,1.5184546714106157
Country 37,Economic,Low,2.340981619538712
Country 4,Social,High,1.405294621621278
Country 15,Political,Medium,4.507131465528472
Country 10,Regulatory,Medium,4.0945826302786035
Country 36,Political,High,3.6802431539382034
Country 39,Economic,High,2.4418217683949384
Country 1,Social,Low,2.227054693803043
Country 35,Economic,Low,3.3450499940068092
Country 26,Social,Medium,2.023558731905865
Country 10,Economic,Medium,4.058032439327959
Country 4,Environmental,High,4.973645860620643
Country 50,Social,Medium,3.6021398861600837
Country 1,Social,High,2.686650313791962
Country 44,Political,Medium,3.3797074426455787
Country 21,Economic,Medium,2.6431414713712043
Country 5,Regulatory,Low,3.3060521476134466
Country 9,Regulatory,Low,3.022126637656394
Country 45,Regulatory,Low,1.82346238696669
Country 43,Economic,High,4.577188085842715
Country 34,Environmental,High,2.1160993644523876
Country 4,Political,Low,2.0712350429348416
Country 40,Regulatory,High,1.8383884030957112
Country 46,Social,Medium,1.801699581475623
Country 26,Social,Low,3.714200819156033
Country 36,Economic,Low,1.1106882302084773
Country 32,Environmental,High,3.1718583214996
Country 39,Regulatory,High,1.2294399186663627
Country 10,Regulatory,Medium,3.855491034165486
Country 36,Environmental,Low,4.294425807806725
Country 22,Environmental,High,1.8800863630791782
Country 28,Economic,Medium,4.855921319157816
Country 33,Regulatory,Low,2.7470972927557504
Country 2,Environmental,High,4.8429184344056395
Country 7,Regulatory,High,2.6784101438683754
Country 4,Regulatory,Low,1.1818569962170127
Country 37,Political,Low,4.832555810985806
Country 14,Social,Medium,2.038908329400325
Country 3,Environmental,High,4.355440151484338
Country 39,Environmental,Low,2.735253322582659
Country 32,Regulatory,High,2.662175899071306
Country 3,Political,Medium,3.409332799107725
Country 26,Economic,Medium,4.157461699127255
Country 38,Regulatory,Low,3.926698871225921
Country 44,Political,High,3.35213589154539
Country 36,Regulatory,Medium,4.348001547313961
Country 36,Political,Low,1.0580268501282757
