Supplier,Region,Component_ID,Lead_Time_Days,Cost_USD,Reliability_Score
Supplier 8,Africa,Component_008,22,15493.933437961838,0.7497659782577648
Supplier 24,Asia,Component_015,25,7286.78821819715,0.9369507893743008
Supplier 46,South America,Component_004,19,15547.532061855429,0.8611382558188585
Supplier 34,Europe,Component_016,49,30609.7102902782,0.8394697628918505
Supplier 5,Europe,Component_010,20,29431.200237597594,0.8471210615918604
Supplier 41,Europe,Component_002,32,1772.7571674641442,0.9118926354204824
Supplier 24,North America,Component_013,28,23664.044255769404,0.7148061734694805
Supplier 23,South America,Component_009,36,27602.717536752578,0.9061946824127578
Supplier 25,Europe,Component_018,47,2838.006330218651,0.8097849279324576
Supplier 46,Asia,Component_020,9,5033.730510546269,0.8079290996662344
Supplier 21,South America,Component_006,18,11061.274395483242,0.8697040184973084
Supplier 12,Africa,Component_018,53,20344.643397879812,0.7279716696385741
Supplier 1,South America,Component_008,38,8809.111363465403,0.8092731144891503
Supplier 27,Africa,Component_014,55,31821.408868308088,0.8333415821885949
Supplier 20,Africa,Component_020,28,28054.774897385716,0.7204317389372209
Supplier 50,North America,Component_004,18,14494.353956543726,0.7035397102777808
Supplier 45,North America,Component_003,32,34162.13488379497,0.8399658538512595
Supplier 50,South America,Component_015,18,18373.213575687216,0.7386038827019841
Supplier 26,North America,Component_018,29,5602.545455470392,0.7306660077192253
Supplier 36,South America,Component_017,19,48311.684004948576,0.9601596293931798
Supplier 3,Europe,Component_012,8,31111.77640450509,0.9394578311812642
Supplier 25,South America,Component_012,56,15908.72904958363,0.7256414678625919
Supplier 43,North America,Component_004,17,33057.34045283339,0.8981693175663782
Supplier 2,Africa,Component_010,22,46235.05142673752,0.7639279722926666
Supplier 45,Europe,Component_011,6,22715.776645117003,0.7639501681894708
Supplier 15,South America,Component_004,51,1785.0971519178545,0.7386278449182142
Supplier 38,North America,Component_007,22,6252.227281593927,0.7459240542476583
Supplier 23,North America,Component_015,16,37188.234672470215,0.701194187601503
Supplier 2,Australia,Component_009,41,2888.5085341723016,0.7973212119771468
Supplier 31,Asia,Component_010,19,47304.81799026055,0.9378135988971209
Supplier 17,North America,Component_016,47,33626.77212763109,0.8920651250329519
Supplier 35,South America,Component_010,23,31927.51288478735,0.9526752110635286
Supplier 50,Australia,Component_003,55,26535.44619469353,0.8913683995016985
Supplier 23,South America,Component_011,7,44745.87715279234,0.8540793940250331
Supplier 27,Africa,Component_005,57,18719.816596217486,0.9840762062302764
Supplier 12,North America,Component_007,28,26456.732775862754,0.8900632997933957
Supplier 18,Africa,Component_020,44,42728.43310861778,0.7704976093489746
Supplier 50,Asia,Component_016,25,45260.53411849076,0.9407296480269209
Supplier 30,Africa,Component_002,18,26007.43902292292,0.9435650125899199
Supplier 5,Europe,Component_003,29,11425.799205717069,0.8891952232499363
Supplier 36,Australia,Component_010,38,12499.578028485555,0.8295557511370785
Supplier 42,North America,Component_007,13,6717.462749802051,0.8020939797155698
Supplier 31,South America,Component_015,39,40610.720624086294,0.8346385946784162
Supplier 7,North America,Component_016,18,18913.46445539015,0.7434944968701785
Supplier 19,North America,Component_005,30,4682.827638609631,0.7528195971899554
Supplier 27,North America,Component_018,52,49446.84682549274,0.9458041233887645
Supplier 8,Asia,Component_005,39,26524.843831033602,0.8988329099811969
Supplier 41,Asia,Component_003,7,10083.438346401155,0.9607881816958472
Supplier 28,Europe,Component_015,48,21279.729931400572,0.8595717253067998
Supplier 42,Australia,Component_003,29,42157.10222609097,0.8899726219762735
Supplier 42,Asia,Component_008,37,49892.34677056492,0.8092916941051976
Supplier 41,South America,Component_017,16,11387.325738712128,0.8658460452013854
Supplier 2,Asia,Component_001,15,37423.9085783094,0.7604034491584817
Supplier 36,Europe,Component_001,30,22963.64504322142,0.9083256725748629
Supplier 30,Europe,Component_010,11,6871.451268134716,0.9397510330552458
Supplier 3,Europe,Component_012,6,27082.389113194095,0.7112323442388693
Supplier 5,South America,Component_005,44,37938.05068894469,0.7970877861607145
Supplier 22,Europe,Component_013,38,20681.52399910105,0.888174738161602
Supplier 26,Australia,Component_019,30,28852.4227905763,0.7274734254001112
Supplier 38,Europe,Component_001,56,39526.16366201114,0.9717416495348705
Supplier 34,Europe,Component_004,55,24750.845499623854,0.7561172590606896
Supplier 31,North America,Component_016,42,12113.487617128765,0.8518577234651412
Supplier 19,Australia,Component_017,46,9548.377761407033,0.7592984078476033
Supplier 32,South America,Component_012,41,7925.097633773421,0.8783064923824344
Supplier 22,South America,Component_019,17,29265.178770392697,0.9109790676799396
Supplier 23,Asia,Component_002,36,48815.14723448357,0.938422735653074
Supplier 2,Australia,Component_004,16,35809.72997200739,0.9872050830523107
Supplier 25,Asia,Component_016,48,47134.47059854943,0.838745126947558
Supplier 7,Asia,Component_014,37,28578.996487580203,0.7684802062663851
Supplier 21,Africa,Component_010,28,24784.79996626968,0.9204863492927691
Supplier 3,North America,Component_010,53,25761.14447984355,0.7108561953717609
Supplier 7,North America,Component_010,58,21028.81976764122,0.7657801764492403
Supplier 29,Asia,Component_018,57,11698.623527077913,0.8354015383685167
Supplier 43,Europe,Component_014,44,28865.098796525985,0.8502909930214293
Supplier 24,Asia,Component_002,30,3420.291547650536,0.9102268689909103
Supplier 28,Africa,Component_002,50,17398.025924360645,0.7508509966421064
Supplier 24,Asia,Component_005,37,42649.55915622362,0.9078222600716567
Supplier 29,Australia,Component_007,23,8602.501416837229,0.7658123743165124
Supplier 20,Europe,Component_009,51,6575.875168049777,0.9120855278800144
Supplier 1,North America,Component_010,21,42043.08851528537,0.8789427899133071
Supplier 32,Africa,Component_019,47,31392.22672163208,0.964124361754632
Supplier 14,Asia,Component_020,52,24130.039813363404,0.8177945758458971
Supplier 22,Europe,Component_008,31,46074.35020554518,0.9501436173632813
Supplier 38,South America,Component_008,48,46926.97496798115,0.7145560543963315
Supplier 8,Australia,Component_004,46,39089.22110544054,0.7116016651763456
Supplier 8,Asia,Component_006,29,25448.88862951499,0.8261222336519682
Supplier 14,Asia,Component_006,9,41827.44032919436,0.8595485217471499
Supplier 34,South America,Component_006,22,5736.88198564027,0.8359090847553535
Supplier 50,Australia,Component_014,20,26220.13927686791,0.8804175002234553
Supplier 45,North America,Component_004,22,43142.4750235202,0.8132413184949924
Supplier 40,Australia,Component_001,17,23772.030250900985,0.9142701126072077
Supplier 11,Australia,Component_019,30,25866.30977541496,0.7924045609828719
Supplier 11,South America,Component_009,39,44927.59792165379,0.7287697731583527
Supplier 43,Asia,Component_016,35,34209.5910187955,0.9710880905195598
Supplier 6,Europe,Component_008,29,27550.534189782302,0.8518574886205751
Supplier 10,North America,Component_003,23,46626.71980906351,0.7830866758200568
Supplier 49,Europe,Component_009,37,1225.1035600989917,0.9267446870838989
Supplier 28,Asia,Component_017,54,24239.439783361802,0.9413895950815514
Supplier 5,Asia,Component_008,58,40868.76552947638,0.7687714801740471
Supplier 9,Europe,Component_012,52,14897.98086534503,0.8999964924243503
Supplier 26,Europe,Component_017,8,48512.146095642514,0.7300461203641107
Supplier 31,Africa,Component_013,36,28161.509045329374,0.7849082577141083
Supplier 4,Asia,Component_019,16,27590.791740145025,0.989225688607228
Supplier 28,Australia,Component_002,9,12245.17262619122,0.7074014597826312
Supplier 41,Asia,Component_005,20,12991.966077018322,0.7754074946296934
Supplier 4,Europe,Component_016,50,2270.8866464067114,0.7498028693448914
Supplier 1,Asia,Component_002,45,22880.1712401476,0.9184680346750737
Supplier 41,Europe,Component_016,39,11823.281144918905,0.898855551652296
Supplier 22,Europe,Component_013,19,42398.907334444215,0.7411165531303554
Supplier 25,Europe,Component_020,12,31251.306809161164,0.7652995459482781
Supplier 39,Asia,Component_013,51,48599.85609965829,0.7775915574873736
Supplier 24,South America,Component_006,31,25993.768462731987,0.8899538673693683
Supplier 32,Africa,Component_005,23,15889.51570788187,0.7995158254551262
Supplier 45,Australia,Component_006,37,28324.015175448887,0.9673102967083281
Supplier 43,South America,Component_009,31,32964.605256257375,0.8157101128621609
Supplier 42,Europe,Component_017,33,6714.7208164477115,0.7119624500822069
Supplier 17,Australia,Component_015,42,3330.2461101903828,0.8640944993458601
Supplier 25,South America,Component_017,42,44339.44695329277,0.8074096322690507
Supplier 48,Australia,Component_006,24,33264.08921323075,0.9891369854864458
Supplier 34,South America,Component_003,58,27152.157955653543,0.8619137639284866
Supplier 45,Africa,Component_003,6,44377.30445882914,0.8940150030157681
Supplier 35,Africa,Component_016,58,7860.975063822827,0.9616739809931714
Supplier 45,North America,Component_010,17,25593.734679655056,0.9476963586024949
Supplier 4,Asia,Component_016,23,48789.36251731527,0.9533043747607075
Supplier 18,Asia,Component_005,7,38375.267830291414,0.9801526022967179
Supplier 7,South America,Component_011,49,6069.378239630009,0.76926635586488
Supplier 7,Asia,Component_016,51,33396.12864959329,0.7650015660589627
Supplier 14,South America,Component_012,59,3948.5219967139956,0.9265326235658216
Supplier 41,Africa,Component_010,18,49161.88500370316,0.899878455424566
Supplier 44,North America,Component_013,55,2860.509358900732,0.8771698100397862
Supplier 16,Europe,Component_017,49,9376.36020148816,0.9331337912559584
Supplier 15,Australia,Component_006,17,28315.82073993678,0.7457930501086044
Supplier 8,Asia,Component_018,8,23258.328152287962,0.7931953223241356
Supplier 17,North America,Component_015,54,1078.2912015971503,0.8269252984996164
Supplier 34,Australia,Component_005,18,20955.695605705165,0.8965999053241542
Supplier 45,Europe,Component_019,27,37093.38542315278,0.9154335078440168
Supplier 8,Europe,Component_001,43,14937.694637281345,0.7412630940705589
Supplier 49,Australia,Component_005,51,23226.636742847895,0.9625085023408054
Supplier 11,South America,Component_007,46,34271.91986708807,0.9915024991714025
Supplier 45,Africa,Component_007,39,4932.133613550652,0.7614711460804598
Supplier 49,Europe,Component_019,54,1846.4007486651763,0.9516681597231752
Supplier 15,Africa,Component_003,35,11080.393070540511,0.765440853520732
Supplier 29,Australia,Component_001,26,11800.876774363605,0.8376634492078924
Supplier 20,South America,Component_015,40,43346.40799241407,0.8799680654526283
Supplier 12,Australia,Component_005,26,40452.66943336606,0.7259286575308822
Supplier 16,Africa,Component_005,31,25839.30207890971,0.703569816091908
Supplier 5,Europe,Component_013,59,20477.636949993335,0.9981079736590026
Supplier 45,Europe,Component_015,37,30283.179931741273,0.9063572996210045
Supplier 47,Europe,Component_016,31,25833.050400186123,0.8196708250647672
Supplier 37,Africa,Component_017,35,33223.354023507316,0.9403876678630513
Supplier 39,Europe,Component_015,27,33334.69992134453,0.9501058328830735
Supplier 35,South America,Component_012,37,14483.206580071437,0.7210489512790583
Supplier 37,North America,Component_011,36,9342.062439289217,0.873081406774847
Supplier 32,South America,Component_020,42,12165.338622078023,0.9043393498176311
Supplier 31,Australia,Component_010,58,3901.404147352199,0.8093875878764581
Supplier 17,Africa,Component_005,22,6294.8457992131,0.9855930931702446
Supplier 25,Australia,Component_020,38,11072.728468203433,0.7479828855779863
Supplier 3,Asia,Component_017,47,16007.690632897302,0.747478758593832
Supplier 12,Asia,Component_019,12,38400.66368112551,0.9370793880193253
Supplier 15,North America,Component_001,25,19969.170256111414,0.7703867916390973
Supplier 45,North America,Component_006,15,20778.1922130982,0.9141198674057012
Supplier 4,Africa,Component_016,32,13929.393038137969,0.8945054768016949
Supplier 44,North America,Component_020,49,15419.420080224543,0.9860582021412341
Supplier 45,South America,Component_007,10,28478.255594362574,0.794416242119828
Supplier 16,Asia,Component_014,53,46577.14613032071,0.8221325553704975
Supplier 39,North America,Component_010,22,13589.329563232594,0.9680030440221932
Supplier 7,Europe,Component_018,46,9570.547611140399,0.8522577446862105
Supplier 22,South America,Component_015,19,11342.2031149262,0.9813549700566974
Supplier 7,Europe,Component_013,54,3226.311200294925,0.8572930723272851
Supplier 49,Australia,Component_020,45,14750.531695014164,0.7713541937994294
Supplier 31,Australia,Component_016,59,8862.236726842024,0.7628943551939084
Supplier 44,Asia,Component_002,31,42078.262796380775,0.7722990254810997
Supplier 20,North America,Component_010,26,7602.681784696702,0.9953455807782245
Supplier 29,South America,Component_007,54,13671.558241717923,0.9657642913629394
Supplier 39,Australia,Component_001,40,26593.47120560053,0.9744072245697868
Supplier 18,North America,Component_002,47,20567.61318754157,0.7596369935823869
Supplier 35,South America,Component_010,45,34977.13938509527,0.7324147632175286
Supplier 24,Asia,Component_001,50,8089.582396515932,0.7270755605447946
Supplier 45,Australia,Component_006,55,1602.9687888544345,0.7512201688431331
Supplier 35,Australia,Component_002,31,31748.65257723347,0.8831298913748913
Supplier 16,South America,Component_016,34,14320.050052152379,0.9645704940035797
Supplier 20,Asia,Component_012,55,15059.817104836771,0.9066935783022501
Supplier 10,South America,Component_009,34,22445.89961397844,0.9029624389447484
Supplier 8,Australia,Component_017,47,14810.720649312825,0.7797413463520069
Supplier 24,South America,Component_002,37,12568.110319678299,0.9649533574457607
Supplier 41,Africa,Component_011,10,14705.895857956695,0.7356058646174756
Supplier 17,Asia,Component_004,28,7696.829694396245,0.8225724636276598
Supplier 13,Asia,Component_009,6,34599.76515855255,0.8141527390827729
Supplier 33,Africa,Component_011,49,20823.778062586032,0.7852929070120852
Supplier 43,Europe,Component_001,54,32296.862242614287,0.7515845172865349
Supplier 36,Africa,Component_020,49,40091.29887001324,0.7511510722064122
Supplier 45,South America,Component_017,37,21639.68125981271,0.8671161017878717
Supplier 12,Australia,Component_004,25,11919.26269974888,0.9421907580643055
Supplier 22,South America,Component_019,35,45310.278228724295,0.77711428469934
