Date,Region,Historical_Sales,Predicted_Sales,Market_Trend
2023-05-25 04:54:28,Australia,27017,25329,Growing
2023-06-27 12:43:27,South America,43837,48841,Growing
2022-06-22 05:09:39,North America,1246,1435,Declining
2022-04-28 20:05:44,South America,10368,9620,Stable
2023-04-11 15:36:14,Australia,28115,26102,Stable
2023-01-01 19:08:18,Australia,23287,26698,Growing
2023-09-11 16:24:57,Australia,12189,14052,Growing
2023-12-09 13:09:58,Europe,11210,10827,Stable
2023-07-31 17:47:51,Europe,23453,25614,Declining
2022-11-19 20:22:00,South America,24515,23418,Stable
2023-01-15 00:29:10,Europe,16649,19582,Stable
2023-09-04 18:48:12,North America,11824,11748,Declining
2022-08-31 04:35:19,North America,42126,48294,Growing
2022-05-08 17:55:11,Asia,32283,36657,Declining
2022-03-24 16:55:46,North America,44902,47391,Stable
2023-06-11 01:17:14,Asia,46938,47017,Growing
2022-08-03 16:12:59,Asia,27532,31644,Stable
2022-07-31 16:56:29,North America,38444,36872,Growing
2022-02-14 13:51:41,North America,41334,45958,Declining
2023-04-02 09:40:33,Australia,30404,28709,Declining
2022-06-29 00:32:40,Australia,9871,11317,Stable
2022-05-19 20:37:32,Australia,32822,34991,Declining
2022-09-02 00:35:45,South America,4047,3972,Stable
2023-06-11 06:59:10,Europe,8754,9514,Declining
2023-02-08 23:21:42,North America,7158,7718,Stable
2023-01-27 11:34:00,Asia,8724,8774,Growing
2023-07-15 11:03:59,North America,20144,22469,Growing
2022-05-02 13:23:09,North America,47376,56804,Declining
2022-08-17 03:42:00,Asia,27723,32398,Growing
2022-12-01 03:20:40,South America,34739,37039,Declining
2022-12-30 18:44:14,Asia,44406,46510,Growing
2022-03-10 12:45:54,Africa,49825,56169,Declining
2023-07-12 03:47:00,Africa,39047,36198,Stable
2023-12-14 12:01:24,North America,18272,18415,Declining
2022-03-18 21:43:44,South America,18110,19336,Growing
2023-03-23 04:22:37,South America,30007,30394,Declining
2023-12-03 21:30:06,North America,47409,55275,Declining
2023-06-07 16:46:53,Asia,13750,16017,Declining
2023-03-04 10:41:20,Europe,21966,20824,Stable
2022-03-14 11:29:06,Europe,32358,29174,Stable
2023-05-30 20:39:37,Africa,33394,38861,Stable
2022-02-23 21:28:33,South America,30083,29643,Growing
2022-01-23 12:33:45,Europe,39252,45875,Stable
2022-05-17 16:15:32,Europe,39670,46506,Declining
2023-12-07 16:53:25,South America,42153,42827,Stable
2023-08-27 17:47:38,Africa,35638,37381,Declining
2022-10-22 03:18:05,Africa,13490,14610,Growing
2022-09-26 04:04:06,Africa,12014,11266,Growing
2023-12-12 16:25:52,North America,47447,45764,Stable
2022-01-02 20:45:25,Europe,38456,43672,Declining
2022-02-07 12:45:11,South America,42753,41933,Declining
2022-11-26 00:22:23,North America,8215,9028,Stable
2022-04-24 17:49:21,South America,9066,10807,Stable
2023-02-22 18:29:52,Europe,2197,2535,Declining
2023-10-03 11:04:58,North America,45441,45103,Growing
2022-02-22 01:21:47,Africa,24418,24812,Stable
2022-11-24 07:18:22,Europe,1466,1359,Stable
2022-07-10 14:22:03,Europe,40108,36331,Declining
2023-05-26 22:37:45,South America,20323,18562,Stable
2022-11-05 06:49:23,North America,34887,41071,Growing
2023-04-18 07:39:52,North America,23897,24347,Declining
2023-08-24 17:58:57,Asia,19192,17969,Growing
2023-05-18 01:43:53,Africa,40749,43608,Stable
2022-07-31 03:05:13,North America,19019,20864,Stable
2023-07-28 00:25:25,Australia,38639,36279,Stable
2022-12-29 04:55:52,Europe,44354,51686,Declining
2022-10-20 09:33:09,Africa,25552,23726,Stable
2022-11-15 09:33:08,Europe,35998,35427,Stable
2023-02-17 04:50:32,North America,23084,25009,Growing
2022-03-10 01:57:05,North America,19208,21712,Stable
2023-02-25 21:18:08,Africa,17744,18487,Declining
2023-09-26 18:46:37,North America,32178,30642,Growing
2023-09-26 11:11:45,Australia,7336,8738,Declining
2022-05-15 01:32:22,Australia,4311,4134,Declining
2023-02-02 23:11:58,Australia,14262,15947,Growing
2022-09-13 10:32:00,Australia,4970,4564,Stable
2022-04-04 13:50:26,Australia,41466,48245,Declining
2022-09-27 11:51:38,Europe,30193,29768,Stable
2022-04-01 01:51:50,South America,28938,28538,Stable
2022-12-13 05:03:52,Asia,7170,7220,Growing
2022-07-22 23:18:45,North America,1261,1150,Stable
2022-09-27 21:51:51,Africa,19749,22126,Declining
2023-02-24 02:49:10,North America,7811,8231,Growing
2023-09-21 04:11:55,Africa,8101,8765,Declining
2022-06-17 03:46:27,Australia,31934,33958,Stable
2022-03-05 23:34:20,Europe,37600,41193,Declining
2022-04-18 02:53:27,Asia,27435,30154,Growing
2022-04-18 19:01:31,Australia,33603,35745,Declining
2022-11-20 21:31:45,Australia,1600,1850,Declining
2022-09-03 18:24:58,Africa,13373,15021,Stable
2023-08-22 06:12:37,Asia,12531,12926,Stable
2023-06-11 18:37:07,Asia,16938,15417,Growing
2023-05-20 06:49:21,North America,13211,12378,Growing
2023-12-28 04:59:44,South America,10414,11693,Stable
2023-11-25 01:32:49,South America,19130,19835,Growing
2022-11-20 16:00:14,South America,2802,3323,Declining
2022-04-07 05:29:48,Asia,34747,39128,Growing
2022-12-07 18:45:42,Australia,39396,37255,Stable
2022-10-17 06:33:21,Africa,9343,9771,Growing
2023-10-30 22:43:53,North America,11411,11136,Stable
2022-12-07 04:52:44,Europe,13733,13159,Declining
2023-12-21 16:02:00,Australia,7062,6420,Declining
2023-04-19 11:31:10,Asia,8774,8656,Stable
2023-09-29 23:31:14,Australia,20002,20109,Declining
2023-12-02 22:55:17,Europe,5243,5867,Declining
2022-03-17 00:54:02,South America,7771,7622,Growing
2022-01-16 16:40:50,South America,46457,45039,Growing
2023-07-17 15:11:48,South America,26809,25894,Declining
2023-08-30 05:56:17,South America,41496,46406,Growing
2022-03-21 19:40:05,North America,25059,25342,Growing
2022-12-26 00:48:57,Australia,18534,20281,Growing
2022-07-30 02:46:45,Asia,25810,25444,Declining
2023-02-05 09:37:24,Asia,19243,22070,Growing
2022-04-04 13:02:49,Europe,22205,25582,Stable
2022-07-03 00:18:48,Asia,17045,17071,Growing
2023-10-26 02:38:13,Australia,17686,19157,Declining
2022-08-06 19:50:10,Europe,4663,5356,Declining
2023-05-01 22:40:06,Australia,9573,9620,Declining
2023-08-16 22:15:17,South America,7090,8388,Declining
2023-06-19 06:10:40,Australia,4226,4170,Growing
2023-12-08 12:29:32,Asia,29893,27286,Growing
2022-04-09 10:44:28,South America,44317,48256,Declining
2022-06-19 01:36:16,Africa,10015,11094,Stable
2022-10-07 17:29:46,North America,27503,31769,Growing
2023-05-20 10:22:29,Asia,14024,13855,Declining
2022-06-05 23:01:05,South America,42324,46881,Growing
2022-03-28 23:08:12,North America,46262,53102,Growing
2023-04-01 22:04:52,Europe,11660,13300,Stable
2022-08-11 16:28:24,Asia,15617,14885,Declining
2022-01-30 08:08:04,Australia,33715,39832,Declining
2022-01-15 19:21:29,North America,32614,30929,Growing
2022-11-06 10:56:33,Africa,29392,34615,Declining
2022-01-16 09:03:58,South America,15999,18695,Stable
2023-02-22 15:58:20,Asia,45986,47556,Stable
2022-07-26 09:58:34,Asia,43447,43998,Declining
2023-08-05 00:46:19,Europe,5128,5541,Stable
2023-01-20 11:01:25,North America,32875,37776,Growing
2022-05-28 18:17:29,Europe,5061,5152,Growing
2022-07-31 05:32:05,Asia,30975,34558,Stable
2023-01-04 03:50:18,Africa,13399,14171,Growing
2022-03-24 21:30:08,North America,22781,21104,Declining
2022-03-30 12:35:06,Africa,24483,26868,Declining
2023-03-07 08:37:05,Asia,47216,54480,Growing
2023-06-21 19:16:40,Asia,11045,11843,Growing
2023-02-18 02:02:36,North America,40480,46344,Stable
2022-02-18 05:18:20,Australia,31708,34138,Stable
2022-05-22 10:33:46,Europe,47972,56667,Declining
2023-10-02 02:48:55,South America,42589,43040,Growing
2022-04-05 19:31:55,Europe,36831,35628,Declining
2023-08-28 21:06:45,North America,25635,29183,Stable
2023-10-30 00:49:59,North America,45466,52530,Stable
2023-07-31 20:26:17,Asia,11287,13229,Growing
2023-12-12 14:10:31,South America,29636,32990,Stable
2022-12-03 03:31:44,South America,32606,34582,Declining
2023-09-07 15:20:34,Africa,32223,36102,Growing
2023-05-12 18:27:37,South America,31527,34489,Declining
2023-02-03 19:56:29,Africa,16657,16274,Declining
2023-08-31 03:38:50,Asia,25021,28740,Declining
2023-09-28 16:07:42,South America,24496,24444,Growing
2023-12-25 09:37:22,North America,40160,41549,Growing
2022-03-23 02:40:58,Europe,40487,47154,Growing
2022-04-28 16:16:35,North America,17503,20947,Stable
2023-04-09 11:32:02,Australia,4934,4548,Declining
2023-09-09 11:32:02,South America,7036,7477,Growing
2023-08-01 12:04:00,South America,16944,20193,Growing
2023-08-09 08:41:17,Asia,39037,36277,Stable
2023-03-13 17:12:32,Asia,34596,41137,Declining
2023-07-17 18:44:49,Australia,42499,46868,Stable
2022-11-26 23:36:37,Europe,30069,32172,Declining
2023-12-21 19:41:56,South America,14391,13834,Stable
2023-02-01 19:44:09,Australia,24722,29455,Declining
2022-02-28 22:22:35,Africa,34079,40176,Growing
2023-03-06 09:33:31,Australia,47687,54746,Growing
2023-05-10 12:45:28,Australia,23581,22806,Growing
2022-03-03 22:07:12,Asia,47066,44512,Growing
2023-10-02 07:02:02,Asia,25500,28738,Growing
2022-08-19 19:10:51,Asia,48998,58486,Growing
2022-03-01 04:42:11,South America,10970,11627,Growing
2022-05-30 19:38:09,Africa,10466,10220,Growing
2023-03-27 05:57:46,North America,39732,42783,Stable
2023-09-14 12:29:18,Europe,16373,19547,Stable
2023-12-01 04:45:23,Australia,32382,37855,Declining
2023-03-20 16:36:35,South America,23853,27481,Declining
2023-03-18 00:59:25,North America,6070,5949,Stable
2023-05-17 18:05:06,Australia,22249,25222,Stable
2022-05-01 04:12:30,South America,27759,29632,Declining
2022-09-22 07:13:46,Australia,28155,33773,Declining
2022-07-23 00:59:59,North America,43483,46409,Declining
2022-10-02 07:48:31,Australia,27270,26054,Declining
2022-08-20 00:15:04,Africa,28704,31909,Stable
2023-09-30 19:16:01,Asia,23328,22915,Declining
2022-03-03 00:03:15,North America,15063,13845,Stable
2022-08-08 02:26:43,South America,2095,1992,Declining
2023-05-08 05:37:05,Australia,39811,44652,Stable
2023-06-29 15:41:51,Australia,19381,19218,Stable
2022-03-31 12:09:32,South America,20871,21480,Declining
2022-07-10 03:16:21,Australia,14535,16051,Stable
2022-03-03 14:52:46,Europe,32479,35311,Declining
2023-06-02 18:07:46,Australia,29956,27204,Stable
2023-04-26 09:21:24,Europe,23916,24472,Stable
2022-09-21 01:27:59,Australia,16381,16434,Declining
2022-07-24 06:57:28,Africa,6177,5937,Growing
2022-09-08 06:56:57,Asia,46793,50241,Stable
2022-05-20 19:51:17,North America,45894,47828,Declining
2023-11-27 22:12:14,Asia,28008,30581,Stable
2023-04-16 01:43:03,Australia,5686,6679,Declining
2023-05-22 13:59:23,Australia,36401,39076,Stable
2022-02-05 17:00:27,Australia,28959,30780,Growing
2023-10-26 01:37:32,South America,31099,35947,Growing
2023-12-15 10:13:23,Asia,36803,33144,Growing
2023-04-28 05:53:31,South America,28320,31547,Growing
2023-09-02 02:38:14,South America,39887,36734,Stable
2022-01-13 11:42:44,Asia,1852,1849,Declining
2022-10-23 11:15:42,Asia,18014,16751,Stable
2022-03-21 22:26:02,Europe,4455,4753,Stable
2022-02-23 15:49:50,Europe,2599,2461,Stable
2023-10-18 15:44:33,Australia,31421,29232,Declining
2023-03-17 12:40:26,Asia,47935,44420,Growing
2023-09-22 07:30:34,Africa,7242,7379,Declining
2023-08-07 21:48:47,Africa,20644,19490,Growing
2023-11-23 10:06:49,North America,27517,24974,Declining
2022-12-09 04:19:29,Africa,28754,32547,Growing
2022-02-06 21:50:44,Australia,35107,31606,Stable
2022-02-04 00:37:55,Africa,17220,17884,Stable
2022-04-10 01:16:16,Africa,18217,19724,Growing
2023-02-24 05:26:30,Africa,32967,35958,Declining
2023-10-20 09:21:34,Europe,40693,44128,Growing
2022-08-18 22:51:43,South America,21256,21717,Stable
2022-06-05 12:22:32,Australia,9554,10858,Declining
2022-02-26 13:18:58,Asia,42638,44596,Growing
2023-10-31 03:27:15,Asia,7542,6973,Stable
2023-12-07 04:09:36,Europe,23399,22522,Growing
2023-12-25 05:00:42,North America,17640,16157,Stable
2023-12-16 12:31:55,Africa,14627,13745,Stable
2023-02-23 02:45:17,Africa,41062,44018,Declining
2023-07-16 20:25:29,Europe,37869,45441,Declining
2023-09-01 20:16:17,Europe,2933,3248,Growing
2023-11-08 02:18:33,Africa,19556,20404,Declining
2023-10-03 20:48:00,Europe,40960,38230,Declining
2023-06-02 12:44:44,North America,19196,17580,Declining
2023-11-16 08:50:47,Africa,28190,31982,Stable
2022-09-30 20:13:34,Europe,28757,28125,Declining
2023-01-02 03:46:50,Europe,17119,20268,Growing
2023-09-06 05:37:56,Australia,17141,19843,Stable
2022-04-14 06:27:15,Australia,27155,25264,Declining
2023-11-01 20:47:02,Australia,5497,6349,Stable
2022-11-01 07:31:26,Africa,4483,4374,Declining
2023-12-12 18:03:39,Europe,2724,2641,Stable
2023-10-04 23:48:57,South America,22770,21062,Stable
2023-12-08 17:05:22,North America,34115,31094,Stable
2023-04-23 21:32:16,South America,35277,41789,Declining
2023-01-17 20:11:16,North America,29108,28955,Declining
2022-03-10 17:45:41,South America,11650,11285,Growing
2022-09-14 11:13:33,South America,21754,25020,Growing
2022-05-18 01:43:35,Asia,48705,44411,Stable
2023-12-27 00:20:45,South America,30365,27692,Declining
2023-01-05 18:10:41,South America,42771,47683,Declining
2023-10-26 01:41:45,Australia,49827,49471,Growing
2022-08-31 21:30:49,North America,38432,40063,Declining
2023-12-16 15:47:40,Europe,15567,17759,Declining
2022-03-18 12:52:20,South America,6543,7186,Growing
2023-08-05 07:53:27,South America,10735,9665,Stable
2023-01-10 00:19:40,South America,7432,7206,Stable
2022-08-16 17:51:34,Europe,23483,22448,Declining
2023-04-17 07:21:45,Australia,32629,37841,Growing
2023-10-31 06:27:42,Asia,24793,29133,Stable
2022-04-18 18:15:02,Europe,39161,37459,Growing
2023-09-04 08:37:14,North America,30896,30038,Stable
2022-07-26 14:15:18,South America,18236,19720,Growing
2022-07-06 06:45:34,Europe,2586,2356,Declining
2023-07-28 04:23:51,Europe,41200,44114,Declining
2023-10-15 05:40:04,Australia,31862,32204,Stable
2022-08-18 05:04:34,Africa,40544,45523,Growing
2022-09-14 21:27:08,South America,39582,40897,Stable
2023-06-20 22:57:46,Australia,25767,23631,Growing
2022-11-25 15:32:03,Africa,31522,33129,Declining
2023-01-19 13:32:35,Asia,1210,1113,Stable
2022-12-21 22:50:01,Australia,17986,18954,Growing
2023-06-16 08:24:52,Europe,8164,9692,Stable
2023-05-17 19:12:21,Africa,33804,38378,Growing
2022-04-07 05:52:26,Africa,12446,11548,Growing
2022-08-09 15:22:47,Asia,47229,46616,Stable
2022-07-19 12:52:42,Africa,40058,37045,Stable
2022-05-16 11:14:27,Europe,37235,40397,Stable
2022-03-10 12:20:16,North America,22789,26110,Declining
2023-10-19 19:05:57,South America,29983,29497,Growing
2022-04-04 21:39:21,Europe,12939,14628,Growing
2022-04-24 11:31:52,Australia,35690,33866,Stable
2022-10-07 01:17:49,Australia,15379,17976,Stable
2022-07-26 22:03:12,Europe,38688,43222,Declining
2022-06-10 02:37:42,South America,45707,41636,Stable
2022-08-31 22:23:37,Asia,4276,4976,Growing
2023-05-25 21:02:58,Europe,49621,45222,Declining
2023-08-16 17:36:58,Africa,28328,26876,Declining
2022-08-24 15:45:50,Asia,12486,11781,Stable
2022-11-10 07:27:38,North America,48435,54835,Stable
2022-08-18 22:06:45,Africa,12097,11115,Growing
2022-03-02 00:17:07,Europe,6485,7349,Growing
2023-02-27 02:08:21,Asia,33437,36810,Stable
2022-01-17 00:51:01,South America,43720,46245,Stable
2023-04-21 18:23:47,North America,21773,23814,Stable
2022-03-21 15:21:47,Asia,28057,27104,Stable
2022-02-21 06:46:47,Australia,19984,20309,Stable
2022-01-20 00:19:43,South America,42850,48744,Growing
2022-11-08 03:39:57,Africa,17380,20043,Declining
2023-06-12 22:32:12,North America,1123,1181,Stable
2023-03-11 02:26:42,North America,48879,52056,Stable
2023-10-02 19:12:23,Australia,26643,26777,Declining
2022-04-27 06:41:14,Europe,8081,7655,Declining
2022-10-04 17:52:07,Europe,35725,33343,Growing
2023-05-05 22:54:37,Asia,2674,2580,Declining
2022-10-24 18:33:19,Australia,23404,23307,Growing
2022-06-08 11:31:08,Europe,40987,40328,Growing
2023-03-07 09:12:44,Asia,14610,14625,Growing
2023-04-04 21:40:00,Europe,4506,4987,Growing
2022-01-17 06:18:49,South America,37501,42352,Declining
2022-02-04 05:06:44,Africa,29006,31578,Growing
2023-02-09 08:32:41,Africa,38121,43060,Stable
2022-12-24 07:51:33,Asia,24853,22901,Stable
2022-11-07 17:13:46,Africa,36835,37095,Stable
2022-02-12 06:39:43,Europe,6119,5832,Declining
2022-03-12 06:06:38,North America,41156,39520,Growing
2022-12-28 21:38:33,South America,27106,27699,Stable
2023-09-24 15:35:57,South America,30158,30622,Stable
2022-02-13 06:59:03,Australia,33241,37271,Stable
2023-11-15 04:31:48,North America,1241,1394,Growing
2022-02-20 05:35:22,Asia,14052,16230,Stable
2022-12-26 14:34:47,Europe,3658,4213,Stable
2022-01-10 12:08:53,Asia,34578,40108,Stable
2022-12-02 17:55:15,North America,40820,46535,Stable
2022-12-11 23:12:51,Africa,19799,22170,Declining
2023-10-07 01:30:21,Australia,49314,47416,Growing
2022-05-13 08:54:29,Asia,43113,39742,Declining
2023-05-16 23:40:52,Asia,5276,4774,Declining
2022-01-25 14:17:51,Africa,8064,8106,Growing
2022-12-28 16:42:50,North America,39438,43612,Declining
2022-01-11 06:05:55,South America,11408,11933,Declining
2023-12-25 12:34:43,North America,5222,5860,Declining
2023-01-09 23:06:45,Asia,44939,45699,Declining
2022-03-09 15:15:38,North America,40778,47184,Stable
2023-02-26 21:37:21,Asia,26626,25962,Growing
2022-08-02 02:53:09,Australia,24305,24615,Declining
2023-02-15 04:11:41,Australia,39962,45554,Growing
2023-07-30 22:29:33,North America,35145,33213,Declining
2023-04-05 13:29:55,Asia,38313,35091,Growing
2023-07-20 23:40:46,South America,6924,7470,Declining
2023-10-18 11:53:08,Africa,42137,50015,Stable
2022-06-07 01:14:21,Africa,18450,22037,Growing
2023-08-25 06:43:37,South America,18978,21471,Growing
2022-11-29 17:46:55,South America,13744,16085,Declining
2022-03-08 14:02:28,Europe,3973,4413,Growing
2022-04-17 05:25:18,South America,11673,11093,Growing
2023-10-01 00:01:21,Africa,41835,38000,Stable
2022-12-11 21:07:20,Europe,25006,28581,Declining
2023-08-13 07:58:53,Australia,11843,10825,Growing
2022-07-16 03:32:24,Africa,48684,54126,Declining
2023-12-07 16:41:27,Asia,23399,21799,Declining
2023-10-11 10:43:57,South America,10787,10486,Stable
2022-12-07 10:59:28,Africa,35902,41853,Declining
2022-10-13 22:07:12,Africa,29835,27111,Growing
2022-02-18 07:09:40,South America,14146,16851,Stable
2022-03-15 19:45:47,South America,16044,15084,Stable
2022-03-13 04:29:52,Asia,47200,53370,Stable
2022-01-12 17:30:39,Africa,48749,48978,Growing
2023-09-25 03:07:10,South America,27205,28492,Declining
2022-06-18 16:01:20,Asia,14836,14945,Declining
2022-02-24 02:15:28,Europe,5830,5425,Stable
2023-01-31 16:32:39,Europe,29364,28711,Growing
2023-06-18 04:17:32,Africa,43363,48662,Declining
2023-03-06 01:44:21,Africa,1188,1168,Growing
2023-05-26 21:06:13,Europe,18159,17734,Stable
2023-05-29 21:49:56,Asia,29132,29104,Stable
2022-10-15 17:04:25,Europe,28098,32671,Growing
2023-11-14 05:27:11,Australia,27300,32022,Stable
2022-06-17 03:47:51,Australia,43197,48943,Stable
2023-12-11 22:15:44,Africa,13843,15164,Growing
2022-02-28 23:00:26,South America,43390,39292,Stable
2022-05-10 08:15:24,Australia,19917,22366,Growing
2023-04-30 15:13:53,South America,20485,21999,Declining
2022-02-18 11:28:32,Africa,30769,33883,Stable
2023-06-29 15:25:01,Asia,46390,54229,Stable
2023-02-06 04:44:05,Europe,19164,20121,Growing
2022-12-05 22:57:54,Australia,24679,29355,Stable
2022-01-28 12:49:47,North America,7221,8420,Declining
2023-08-02 14:39:27,Africa,25221,29392,Growing
2023-07-07 15:25:49,South America,47467,43083,Stable
2023-11-12 23:25:41,South America,17451,19145,Growing
